streamer,twitch_profile,partner,language
tracydoll,https://www.twitch.tv/tracydoll,yes,English
isdarc,https://www.twitch.tv/isdarc,no,Spanish
ereueb,https://www.twitch.tv/ereueb,no,English
revenge_ttv,https://www.twitch.tv/revenge_ttv,no,Italian
luxxord_tv,https://www.twitch.tv/luxxord_tv,no,Greek
wolv21,https://www.twitch.tv/wolv21,yes,English
sertaczayimoglu,https://www.twitch.tv/sertaczayimoglu,no,Turkish
carbinecarlito,https://www.twitch.tv/carbinecarlito,yes,English
godheim03,https://www.twitch.tv/godheim03,no,Norwegian
taktiko7,https://www.twitch.tv/taktiko7,no,English
cheddarpaul,https://www.twitch.tv/cheddarpaul,no,English
draccopvp,https://www.twitch.tv/draccopvp,no,English
xleoprd,https://www.twitch.tv/xleoprd,no,Spanish
m4st3rj3y,https://www.twitch.tv/m4st3rj3y,yes,German
fan10gaming,https://www.twitch.tv/fan10gaming,yes,Spanish
belairstarcraft,https://www.twitch.tv/belairstarcraft,yes,German
whatca_channel,https://www.twitch.tv/whatca_channel,yes,Chinese
fdfody,https://www.twitch.tv/fdfody,no,Arabic
kiekyoko,https://www.twitch.tv/kiekyoko,no,English
skybluemonty,https://www.twitch.tv/skybluemonty,no,English
garukubluemoon,https://www.twitch.tv/garukubluemoon,yes,English
renee,https://www.twitch.tv/renee,yes,English
csgomaincast,https://www.twitch.tv/csgomaincast,yes,English
returntv_,https://www.twitch.tv/returntv_,no,Italian
chb11n,https://www.twitch.tv/chb11n,no,English
willy_wonka_pgm,https://www.twitch.tv/willy_wonka_pgm,no,French
nakkida,https://www.twitch.tv/nakkida,yes,English
peacemaker_18,https://www.twitch.tv/peacemaker_18,no,Czech
markbulahhh,https://www.twitch.tv/markbulahhh,yes,Russian
arthurtk,https://www.twitch.tv/arthurtk,no,Spanish
miranda,https://www.twitch.tv/miranda,yes,Turkish
zachmazer,https://www.twitch.tv/zachmazer,yes,English
bysl4m,https://www.twitch.tv/bysl4m,yes,Russian
katth,https://www.twitch.tv/katth,yes,Spanish
annelle,https://www.twitch.tv/annelle,yes,English
arkcard,https://www.twitch.tv/arkcard,yes,English
heedun,https://www.twitch.tv/heedun,yes,English
ravermlg,https://www.twitch.tv/ravermlg,yes,Spanish
chelney,https://www.twitch.tv/chelney,yes,English
musicholtv,https://www.twitch.tv/musicholtv,yes,Turkish
shipdontdie,https://www.twitch.tv/shipdontdie,no,English
dyohb,https://www.twitch.tv/dyohb,yes,Korean
crunchyeggrollz,https://www.twitch.tv/crunchyeggrollz,yes,English
sindrake_,https://www.twitch.tv/sindrake_,no,English
askillzdj,https://www.twitch.tv/askillzdj,no,English
beardedblevins,https://www.twitch.tv/beardedblevins,yes,English
hjk5f65656,https://www.twitch.tv/hjk5f65656,no,English
pittan01,https://www.twitch.tv/pittan01,no,Japanese
dark_wizzy_,https://www.twitch.tv/dark_wizzy_,yes,English
pajus4,https://www.twitch.tv/pajus4,yes,Czech
sakiller,https://www.twitch.tv/sakiller,no,Arabic
braiden_kr,https://www.twitch.tv/braiden_kr,yes,Korean
znatik51,https://www.twitch.tv/znatik51,no,Russian
mrnicespeed,https://www.twitch.tv/mrnicespeed,no,Russian
xannyphantomtv,https://www.twitch.tv/xannyphantomtv,no,English
noonebossbz,https://www.twitch.tv/noonebossbz,no,Russian
miraelpipi,https://www.twitch.tv/miraelpipi,no,Spanish
sennadobone,https://www.twitch.tv/sennadobone,no,Portuguese
jesuete_,https://www.twitch.tv/jesuete_,no,Spanish
luqs,https://www.twitch.tv/luqs,no,Portuguese
dvstream_,https://www.twitch.tv/dvstream_,no,Russian
f9da9b8,https://www.twitch.tv/f9da9b8,no,English
rhelmsdeep,https://www.twitch.tv/rhelmsdeep,yes,English
necr1te,https://www.twitch.tv/necr1te,yes,German
regylive,https://www.twitch.tv/regylive,no,German
kajiokamii,https://www.twitch.tv/kajiokamii,no,English
oneesportsid,https://www.twitch.tv/oneesportsid,yes,Indonesian
brutusoficial,https://www.twitch.tv/brutusoficial,no,Portuguese
crowlleytv,https://www.twitch.tv/crowlleytv,no,Russian
josemvp31,https://www.twitch.tv/josemvp31,yes,Spanish
muneojpn,https://www.twitch.tv/muneojpn,yes,Japanese
fifabio97,https://www.twitch.tv/fifabio97,yes,German
pianoimproman,https://www.twitch.tv/pianoimproman,no,English
gatot,https://www.twitch.tv/gatot,no,Russian
synced_esp,https://www.twitch.tv/synced_esp,no,Spanish
xolocrunch,https://www.twitch.tv/xolocrunch,yes,English
supr,https://www.twitch.tv/supr,yes,English
trilltko,https://www.twitch.tv/trilltko,yes,English
naidragl,https://www.twitch.tv/naidragl,no,Spanish
elementalqt,https://www.twitch.tv/elementalqt,yes,English
ii_klay,https://www.twitch.tv/ii_klay,yes,Arabic
uccstudio2,https://www.twitch.tv/uccstudio2,yes,Russian
just1kb,https://www.twitch.tv/just1kb,no,English
nomanz,https://www.twitch.tv/nomanz,yes,English
cloud_805,https://www.twitch.tv/cloud_805,yes,English
cansungur,https://www.twitch.tv/cansungur,yes,Turkish
farkewn,https://www.twitch.tv/farkewn,no,English
rubikyt_,https://www.twitch.tv/rubikyt_,yes,Spanish
sparkles_qt,https://www.twitch.tv/sparkles_qt,yes,English
anderzel,https://www.twitch.tv/anderzel,yes,English
carolyin,https://www.twitch.tv/carolyin,no,German
foxperry,https://www.twitch.tv/foxperry,no,Russian
imbobby_lol,https://www.twitch.tv/imbobby_lol,no,English
skillshot,https://www.twitch.tv/skillshot,yes,English
koalaesbelto,https://www.twitch.tv/koalaesbelto,no,Portuguese
caileetv,https://www.twitch.tv/caileetv,yes,English
worshipballtv,https://www.twitch.tv/worshipballtv,yes,Thai
igotthejoos,https://www.twitch.tv/igotthejoos,yes,English
arsyontwitch,https://www.twitch.tv/arsyontwitch,yes,Hungarian
sj_shane,https://www.twitch.tv/sj_shane,yes,Italian
yalallaksa,https://www.twitch.tv/yalallaksa,no,English
vlachness,https://www.twitch.tv/vlachness,no,English
zawarudo_smash,https://www.twitch.tv/zawarudo_smash,no,English
tangyd,https://www.twitch.tv/tangyd,yes,English
febassz,https://www.twitch.tv/febassz,yes,Portuguese
gumdropstsm,https://www.twitch.tv/gumdropstsm,yes,English
zomar_elmardiy,https://www.twitch.tv/zomar_elmardiy,no,English
neoxproject,https://www.twitch.tv/neoxproject,yes,German
4lch3m15t,https://www.twitch.tv/4lch3m15t,yes,English
reallynavi,https://www.twitch.tv/reallynavi,yes,English
wargamingkr,https://www.twitch.tv/wargamingkr,yes,Korean
kaiserrocha,https://www.twitch.tv/kaiserrocha,no,Spanish
megashi0,https://www.twitch.tv/megashi0,yes,Japanese
leviathan111,https://www.twitch.tv/leviathan111,yes,English
the_dent,https://www.twitch.tv/the_dent,no,English
hyoon,https://www.twitch.tv/hyoon,yes,English
starladder4,https://www.twitch.tv/starladder4,yes,Russian
fide_chess,https://www.twitch.tv/fide_chess,no,English
howzest,https://www.twitch.tv/howzest,no,English
gj7dudwo,https://www.twitch.tv/gj7dudwo,yes,Korean
duquenegrom,https://www.twitch.tv/duquenegrom,no,Portuguese
br00d,https://www.twitch.tv/br00d,no,English
shandybintv,https://www.twitch.tv/shandybintv,yes,Russian
heyoimhungry,https://www.twitch.tv/heyoimhungry,no,English
monsoongg,https://www.twitch.tv/monsoongg,yes,English
arianina,https://www.twitch.tv/arianina,yes,English
ashleymfsanders,https://www.twitch.tv/ashleymfsanders,yes,English
kotdversustv,https://www.twitch.tv/kotdversustv,no,English
noodle129,https://www.twitch.tv/noodle129,yes,Portuguese
tanyaloa,https://www.twitch.tv/tanyaloa,no,Russian
strager,https://www.twitch.tv/strager,no,English
mincolin,https://www.twitch.tv/mincolin,no,Chinese
km7u,https://www.twitch.tv/km7u,no,English
lagarto,https://www.twitch.tv/lagarto,yes,Spanish
zark,https://www.twitch.tv/zark,yes,Russian
nerines00,https://www.twitch.tv/nerines00,yes,English
tonytubo,https://www.twitch.tv/tonytubo,no,Italian
pokemaobr,https://www.twitch.tv/pokemaobr,no,Portuguese
666mnepohuy,https://www.twitch.tv/666mnepohuy,no,Russian
sabaideelive,https://www.twitch.tv/sabaideelive,no,English
thefunkhunters,https://www.twitch.tv/thefunkhunters,yes,English
tarzan0823,https://www.twitch.tv/tarzan0823,no,Korean
jorgeisaac115,https://www.twitch.tv/jorgeisaac115,yes,Spanish
crownupguy,https://www.twitch.tv/crownupguy,yes,English
drunkenuff,https://www.twitch.tv/drunkenuff,no,English
cloud9,https://www.twitch.tv/cloud9,yes,English
thisispatrik,https://www.twitch.tv/thisispatrik,no,English
blitzennnn,https://www.twitch.tv/blitzennnn,yes,French
hansummer_,https://www.twitch.tv/hansummer_,yes,Korean
armynationalguard,https://www.twitch.tv/armynationalguard,yes,English
cyoungm,https://www.twitch.tv/cyoungm,no,Korean
chizert,https://www.twitch.tv/chizert,no,English
sohinki,https://www.twitch.tv/sohinki,yes,English
dyenlicia,https://www.twitch.tv/dyenlicia,no,Portuguese
catstrator,https://www.twitch.tv/catstrator,yes,English
niceintelligentgamers,https://www.twitch.tv/niceintelligentgamers,no,English
awbubrsma1,https://www.twitch.tv/awbubrsma1,no,English
nikinaiz,https://www.twitch.tv/nikinaiz,no,Russian
relaxbeats,https://www.twitch.tv/relaxbeats,yes,English
jacksfilms,https://www.twitch.tv/jacksfilms,yes,English
5taraftarium24com,https://www.twitch.tv/5taraftarium24com,no,English
getflanked,https://www.twitch.tv/getflanked,yes,English
vnoorii,https://www.twitch.tv/vnoorii,no,Arabic
adapetuk,https://www.twitch.tv/adapetuk,yes,Turkish
ohmygatos,https://www.twitch.tv/ohmygatos,no,English
rubynavx,https://www.twitch.tv/rubynavx,yes,Spanish
maudvdhpdy16d263d8rodo,https://www.twitch.tv/maudvdhpdy16d263d8rodo,no,Arabic
str_riki,https://www.twitch.tv/str_riki,yes,Italian
deadleii,https://www.twitch.tv/deadleii,yes,English
adwaam,https://www.twitch.tv/adwaam,yes,English
smitefrance_tv,https://www.twitch.tv/smitefrance_tv,yes,French
saqr_rapit,https://www.twitch.tv/saqr_rapit,no,Arabic
pescocofino,https://www.twitch.tv/pescocofino,yes,Portuguese
callumtheshogun,https://www.twitch.tv/callumtheshogun,yes,English
tirinei,https://www.twitch.tv/tirinei,no,English
shortbyte,https://www.twitch.tv/shortbyte,no,German
mne102,https://www.twitch.tv/mne102,no,English
virustracker,https://www.twitch.tv/virustracker,yes,English
imonicaonline,https://www.twitch.tv/imonicaonline,no,English
billy_hades,https://www.twitch.tv/billy_hades,no,English
alctroz,https://www.twitch.tv/alctroz,no,Portuguese
leopard,https://www.twitch.tv/leopard,yes,English
valoraocup,https://www.twitch.tv/valoraocup,no,Portuguese
kaban_tattooer,https://www.twitch.tv/kaban_tattooer,no,Russian
the_coolmane,https://www.twitch.tv/the_coolmane,no,Russian
mr_marzy,https://www.twitch.tv/mr_marzy,yes,German
hitboxking,https://www.twitch.tv/hitboxking,yes,Spanish
gambitera,https://www.twitch.tv/gambitera,no,Spanish
josh757,https://www.twitch.tv/josh757,yes,English
sheloveskodak,https://www.twitch.tv/sheloveskodak,no,English
akaunkind,https://www.twitch.tv/akaunkind,no,English
m4drops,https://www.twitch.tv/m4drops,no,English
3oussam,https://www.twitch.tv/3oussam,no,English
yann_cj23,https://www.twitch.tv/yann_cj23,yes,French
cosamangiamooggi,https://www.twitch.tv/cosamangiamooggi,yes,Italian
metyzera,https://www.twitch.tv/metyzera,yes,Portuguese
satanechka,https://www.twitch.tv/satanechka,no,Russian
rolfi_rodas,https://www.twitch.tv/rolfi_rodas,no,Spanish
angelstepsvr,https://www.twitch.tv/angelstepsvr,no,English
sweezy,https://www.twitch.tv/sweezy,yes,Czech
pdgom,https://www.twitch.tv/pdgom,yes,Korean
mrk992,https://www.twitch.tv/mrk992,no,Spanish
chiringuito_directo,https://www.twitch.tv/chiringuito_directo,no,Spanish
dilara,https://www.twitch.tv/dilara,yes,Turkish
allanaa,https://www.twitch.tv/allanaa,no,English
yaaizav,https://www.twitch.tv/yaaizav,no,Spanish
yaizamr,https://www.twitch.tv/yaizamr,no,Spanish
nuancebro,https://www.twitch.tv/nuancebro,yes,English
leejuju,https://www.twitch.tv/leejuju,yes,Chinese
frenchir6s,https://www.twitch.tv/frenchir6s,no,French
rexz,https://www.twitch.tv/rexz,yes,German
anablanchu,https://www.twitch.tv/anablanchu,no,Spanish
streamingwithheart,https://www.twitch.tv/streamingwithheart,yes,German
tradingkid,https://www.twitch.tv/tradingkid,yes,German
wraithyn,https://www.twitch.tv/wraithyn,yes,English
mazzeivalerio,https://www.twitch.tv/mazzeivalerio,yes,Italian
brunabalbino,https://www.twitch.tv/brunabalbino,yes,Portuguese
melancholiaaaaaa,https://www.twitch.tv/melancholiaaaaaa,yes,English
thesandboxgame,https://www.twitch.tv/thesandboxgame,no,English
itokatv,https://www.twitch.tv/itokatv,yes,Portuguese
yumima,https://www.twitch.tv/yumima,yes,German
screamingdoggo,https://www.twitch.tv/screamingdoggo,no,English
45ball24,https://www.twitch.tv/45ball24,no,English
lolkreative,https://www.twitch.tv/lolkreative,yes,Japanese
reembey,https://www.twitch.tv/reembey,yes,Turkish
xavierdang,https://www.twitch.tv/xavierdang,yes,English
akayzade,https://www.twitch.tv/akayzade,no,Turkish
root,https://www.twitch.tv/root,yes,English
reapered,https://www.twitch.tv/reapered,yes,Korean
jordy2d,https://www.twitch.tv/jordy2d,yes,English
egor_kreedpg,https://www.twitch.tv/egor_kreedpg,no,Russian
lexus_aria,https://www.twitch.tv/lexus_aria,no,French
ucveree,https://www.twitch.tv/ucveree,no,English
damlaecre,https://www.twitch.tv/damlaecre,yes,Turkish
jigzaw_killer,https://www.twitch.tv/jigzaw_killer,yes,English
kingbakz,https://www.twitch.tv/kingbakz,no,English
rain,https://www.twitch.tv/rain,no,English
maryblog,https://www.twitch.tv/maryblog,yes,Spanish
jcyrus,https://www.twitch.tv/jcyrus,yes,English
foitte,https://www.twitch.tv/foitte,no,Spanish
zedrumus,https://www.twitch.tv/zedrumus,no,Greek
pyokertv,https://www.twitch.tv/pyokertv,no,Korean
paradoxal_games,https://www.twitch.tv/paradoxal_games,no,Portuguese
seyka_tv,https://www.twitch.tv/seyka_tv,no,Russian
chloe_ventura,https://www.twitch.tv/chloe_ventura,yes,English
mamuhctpumep,https://www.twitch.tv/mamuhctpumep,no,Russian
xiicrowleyiix,https://www.twitch.tv/xiicrowleyiix,no,English
opku_dangos,https://www.twitch.tv/opku_dangos,no,Russian
misterfalcon__,https://www.twitch.tv/misterfalcon__,no,French
sodtz,https://www.twitch.tv/sodtz,yes,Portuguese
tothepast,https://www.twitch.tv/tothepast,no,German
xparga,https://www.twitch.tv/xparga,no,Spanish
mclean_bhvr,https://www.twitch.tv/mclean_bhvr,yes,English
nanonoko,https://www.twitch.tv/nanonoko,yes,English
eposlol,https://www.twitch.tv/eposlol,yes,Russian
3laloagui,https://www.twitch.tv/3laloagui,no,English
rayditzfn,https://www.twitch.tv/rayditzfn,no,English
spinachee,https://www.twitch.tv/spinachee,yes,English
yahawoo,https://www.twitch.tv/yahawoo,no,Korean
monkey_lesinge,https://www.twitch.tv/monkey_lesinge,yes,French
sandraciresart,https://www.twitch.tv/sandraciresart,yes,Spanish
azulgg,https://www.twitch.tv/azulgg,yes,English
peroniogh,https://www.twitch.tv/peroniogh,yes,Portuguese
cruiizin,https://www.twitch.tv/cruiizin,no,English
gnaske_lone,https://www.twitch.tv/gnaske_lone,no,English
nunchi_love,https://www.twitch.tv/nunchi_love,no,Spanish
busybasmr,https://www.twitch.tv/busybasmr,yes,English
kingscrusher,https://www.twitch.tv/kingscrusher,yes,English
pastimesonline,https://www.twitch.tv/pastimesonline,no,English
noward,https://www.twitch.tv/noward,yes,French
abduzido,https://www.twitch.tv/abduzido,yes,Portuguese
kleos,https://www.twitch.tv/kleos,yes,Spanish
tokki,https://www.twitch.tv/tokki,yes,English
westham,https://www.twitch.tv/westham,yes,English
dreamleague3,https://www.twitch.tv/dreamleague3,no,English
elisaviihdesport,https://www.twitch.tv/elisaviihdesport,yes,Finnish
ubrufryu,https://www.twitch.tv/ubrufryu,no,English
strawbrary,https://www.twitch.tv/strawbrary,yes,English
esenstudio,https://www.twitch.tv/esenstudio,yes,Swedish
loverococo,https://www.twitch.tv/loverococo,yes,Korean
beatboxcrazy,https://www.twitch.tv/beatboxcrazy,no,English
speakeriter,https://www.twitch.tv/speakeriter,no,Russian
fracesito,https://www.twitch.tv/fracesito,no,Spanish
loyalchi,https://www.twitch.tv/loyalchi,no,English
maknoonlol,https://www.twitch.tv/maknoonlol,no,Korean
barrosofn,https://www.twitch.tv/barrosofn,yes,Portuguese
stephengeorg,https://www.twitch.tv/stephengeorg,yes,English
logoraw,https://www.twitch.tv/logoraw,yes,Russian
drustababa,https://www.twitch.tv/drustababa,no,French
tinycowgirl,https://www.twitch.tv/tinycowgirl,yes,English
rgh_1,https://www.twitch.tv/rgh_1,yes,Arabic
daniellippens,https://www.twitch.tv/daniellippens,yes,Dutch
shoxx__,https://www.twitch.tv/shoxx__,yes,German
lilac_x3,https://www.twitch.tv/lilac_x3,no,German
faraazkhan,https://www.twitch.tv/faraazkhan,yes,English
diesel1521,https://www.twitch.tv/diesel1521,yes,Hungarian
adamchristodoulou,https://www.twitch.tv/adamchristodoulou,no,English
neludia,https://www.twitch.tv/neludia,yes,Spanish
unboxingspecialist,https://www.twitch.tv/unboxingspecialist,no,Greek
opfermagnet,https://www.twitch.tv/opfermagnet,yes,German
nicecolour,https://www.twitch.tv/nicecolour,no,Polish
tvlogitechgchallenge,https://www.twitch.tv/tvlogitechgchallenge,no,Portuguese
juaanaragon17,https://www.twitch.tv/juaanaragon17,no,Spanish
w84me2join,https://www.twitch.tv/w84me2join,yes,Turkish
khawsennn,https://www.twitch.tv/khawsennn,no,Thai
thoboying,https://www.twitch.tv/thoboying,yes,English
kiyster,https://www.twitch.tv/kiyster,no,English
rasney,https://www.twitch.tv/rasney,yes,Turkish
rockynohands,https://www.twitch.tv/rockynohands,no,English
dota2ti_5,https://www.twitch.tv/dota2ti_5,yes,English
bergerbrush,https://www.twitch.tv/bergerbrush,yes,English
tvshini,https://www.twitch.tv/tvshini,yes,French
esl_bida,https://www.twitch.tv/esl_bida,yes,Portuguese
mazarin1k,https://www.twitch.tv/mazarin1k,yes,Czech
diegounis,https://www.twitch.tv/diegounis,no,Spanish
gkbrgkm,https://www.twitch.tv/gkbrgkm,no,Japanese
lemela,https://www.twitch.tv/lemela,no,German
potquest,https://www.twitch.tv/potquest,no,English
darkest_mage,https://www.twitch.tv/darkest_mage,yes,English
venour1,https://www.twitch.tv/venour1,no,English
alexspielttv,https://www.twitch.tv/alexspielttv,no,German
ilkemmel,https://www.twitch.tv/ilkemmel,no,Turkish
thelgx,https://www.twitch.tv/thelgx,yes,English
ladyb,https://www.twitch.tv/ladyb,yes,English
sticksonly,https://www.twitch.tv/sticksonly,no,English
video_go,https://www.twitch.tv/video_go,no,Hungarian
zoe_,https://www.twitch.tv/zoe_,yes,English
echo_esports,https://www.twitch.tv/echo_esports,no,English
lucenslots,https://www.twitch.tv/lucenslots,no,German
virtuozz777,https://www.twitch.tv/virtuozz777,yes,Russian
yomimar,https://www.twitch.tv/yomimar,no,Spanish
itspint,https://www.twitch.tv/itspint,no,English
povc,https://www.twitch.tv/povc,no,English
slimeirl,https://www.twitch.tv/slimeirl,yes,English
dreamhackdota2_ru3,https://www.twitch.tv/dreamhackdota2_ru3,yes,Russian
tedirginbey,https://www.twitch.tv/tedirginbey,no,Turkish
rapfalando,https://www.twitch.tv/rapfalando,no,Portuguese
tinath3lard,https://www.twitch.tv/tinath3lard,no,English
lpgiobbi,https://www.twitch.tv/lpgiobbi,no,English
alohamyy,https://www.twitch.tv/alohamyy,no,English
byviruzzzz,https://www.twitch.tv/byviruzzzz,yes,Spanish
mak_raven,https://www.twitch.tv/mak_raven,no,English
valarrys,https://www.twitch.tv/valarrys,no,English
kephrii,https://www.twitch.tv/kephrii,yes,English
aimilioslive,https://www.twitch.tv/aimilioslive,yes,Greek
hitentv,https://www.twitch.tv/hitentv,yes,Portuguese
imdoubtfull,https://www.twitch.tv/imdoubtfull,yes,English
intellecct,https://www.twitch.tv/intellecct,no,English
rarefahad,https://www.twitch.tv/rarefahad,no,Arabic
tkazzz,https://www.twitch.tv/tkazzz,no,English
marmellohh,https://www.twitch.tv/marmellohh,yes,English
halid_arsajev,https://www.twitch.tv/halid_arsajev,no,German
rzera,https://www.twitch.tv/rzera,no,Portuguese
austinjohnplays,https://www.twitch.tv/austinjohnplays,yes,English
will24kgames,https://www.twitch.tv/will24kgames,no,English
linktijger,https://www.twitch.tv/linktijger,yes,Dutch
darktime_real,https://www.twitch.tv/darktime_real,no,Russian
marcelinha_chan,https://www.twitch.tv/marcelinha_chan,yes,Portuguese
loud_vinizx,https://www.twitch.tv/loud_vinizx,yes,Portuguese
ptit_flo_,https://www.twitch.tv/ptit_flo_,no,French
excessiveprofanity,https://www.twitch.tv/excessiveprofanity,yes,English
kockacicca,https://www.twitch.tv/kockacicca,yes,Hungarian
itsklakii,https://www.twitch.tv/itsklakii,no,Italian
coreanolocolive,https://www.twitch.tv/coreanolocolive,no,Spanish
kaleahkay,https://www.twitch.tv/kaleahkay,yes,English
cheese_aka_cheese,https://www.twitch.tv/cheese_aka_cheese,no,English
switchlifebrasil,https://www.twitch.tv/switchlifebrasil,no,Portuguese
methodzsick,https://www.twitch.tv/methodzsick,yes,Spanish
soypandamx,https://www.twitch.tv/soypandamx,no,Spanish
chi_kacee,https://www.twitch.tv/chi_kacee,yes,English
njrhubuorbhrj,https://www.twitch.tv/njrhubuorbhrj,no,English
nicolpunk,https://www.twitch.tv/nicolpunk,no,Italian
naathcarol,https://www.twitch.tv/naathcarol,no,Portuguese
wizja_,https://www.twitch.tv/wizja_,yes,French
fewa05,https://www.twitch.tv/fewa05,yes,German
lvpes3,https://www.twitch.tv/lvpes3,yes,Spanish
sugar_s2,https://www.twitch.tv/sugar_s2,yes,Korean
sotigame,https://www.twitch.tv/sotigame,no,Turkish
mnyngl,https://www.twitch.tv/mnyngl,no,English
baertendo,https://www.twitch.tv/baertendo,no,German
kano,https://www.twitch.tv/kano,yes,English
hahahe0304,https://www.twitch.tv/hahahe0304,yes,Chinese
kaiito,https://www.twitch.tv/kaiito,yes,English
katy_v4,https://www.twitch.tv/katy_v4,yes,French
sailorsalty,https://www.twitch.tv/sailorsalty,yes,English
aphromoo,https://www.twitch.tv/aphromoo,yes,English
brokencinho,https://www.twitch.tv/brokencinho,no,Spanish
naysayer88,https://www.twitch.tv/naysayer88,yes,English
apecast,https://www.twitch.tv/apecast,yes,English
mrmarzbar,https://www.twitch.tv/mrmarzbar,yes,English
hachubby,https://www.twitch.tv/hachubby,yes,English
aogofficial,https://www.twitch.tv/aogofficial,yes,Turkish
cocaaaa_,https://www.twitch.tv/cocaaaa_,no,Portuguese
h2211games,https://www.twitch.tv/h2211games,no,English
meritorious,https://www.twitch.tv/meritorious,yes,Russian
deegoeslive,https://www.twitch.tv/deegoeslive,yes,Romanian
drathmorgh,https://www.twitch.tv/drathmorgh,yes,English
shulia,https://www.twitch.tv/shulia,yes,Spanish
psiax82,https://www.twitch.tv/psiax82,no,English
robsonbaroli,https://www.twitch.tv/robsonbaroli,no,English
dontvcity,https://www.twitch.tv/dontvcity,no,Malay
leogokay,https://www.twitch.tv/leogokay,yes,Turkish
twarog68,https://www.twitch.tv/twarog68,yes,English
rizer18,https://www.twitch.tv/rizer18,yes,Japanese
lianj,https://www.twitch.tv/lianj,yes,English
dansen,https://www.twitch.tv/dansen,yes,German
cujoihsv,https://www.twitch.tv/cujoihsv,no,English
smallstreamersconnect,https://www.twitch.tv/smallstreamersconnect,no,English
deyusha,https://www.twitch.tv/deyusha,yes,English
scottishrebel67,https://www.twitch.tv/scottishrebel67,no,English
deseralexis,https://www.twitch.tv/deseralexis,yes,Spanish
aka_skinnyy,https://www.twitch.tv/aka_skinnyy,yes,English
daskelelele,https://www.twitch.tv/daskelelele,no,English
tailsgaming,https://www.twitch.tv/tailsgaming,yes,German
cg_yukio,https://www.twitch.tv/cg_yukio,yes,Japanese
diabotical,https://www.twitch.tv/diabotical,yes,English
nattl,https://www.twitch.tv/nattl,no,Portuguese
ydcb,https://www.twitch.tv/ydcb,yes,English
yokurach,https://www.twitch.tv/yokurach,no,English
starix,https://www.twitch.tv/starix,yes,Russian
jdriiix,https://www.twitch.tv/jdriiix,no,Spanish
dsblf,https://www.twitch.tv/dsblf,yes,Russian
vahnilly,https://www.twitch.tv/vahnilly,no,German
pointblankrussiaofficial,https://www.twitch.tv/pointblankrussiaofficial,yes,Russian
addicted_mac,https://www.twitch.tv/addicted_mac,no,German
bluebeetle93,https://www.twitch.tv/bluebeetle93,yes,Korean
borussia_e_sports,https://www.twitch.tv/borussia_e_sports,yes,German
missmikkaa,https://www.twitch.tv/missmikkaa,yes,English
bwithmark,https://www.twitch.tv/bwithmark,no,English
surgeplays,https://www.twitch.tv/surgeplays,no,English
luclinftw,https://www.twitch.tv/luclinftw,yes,English
ewica,https://www.twitch.tv/ewica,yes,English
cigan69pt,https://www.twitch.tv/cigan69pt,yes,Portuguese
busutv,https://www.twitch.tv/busutv,no,Turkish
theciceroshows,https://www.twitch.tv/theciceroshows,no,German
m_nes,https://www.twitch.tv/m_nes,no,French
gabimoon,https://www.twitch.tv/gabimoon,no,Portuguese
astrosmz,https://www.twitch.tv/astrosmz,yes,English
sliverrk,https://www.twitch.tv/sliverrk,yes,Spanish
lolitolp,https://www.twitch.tv/lolitolp,yes,Spanish
maikillos7,https://www.twitch.tv/maikillos7,no,Spanish
antonygambler,https://www.twitch.tv/antonygambler,no,English
dust2tv,https://www.twitch.tv/dust2tv,yes,Danish
connorv2g,https://www.twitch.tv/connorv2g,no,English
noobhunterow,https://www.twitch.tv/noobhunterow,yes,English
forky,https://www.twitch.tv/forky,yes,English
wildwill279,https://www.twitch.tv/wildwill279,no,English
beamzbb,https://www.twitch.tv/beamzbb,no,English
needle_xd,https://www.twitch.tv/needle_xd,yes,Russian
faidyevery,https://www.twitch.tv/faidyevery,no,Russian
kaykayes,https://www.twitch.tv/kaykayes,yes,English
alsodellor,https://www.twitch.tv/alsodellor,no,English
vmirych,https://www.twitch.tv/vmirych,no,Russian
alexxbelo_,https://www.twitch.tv/alexxbelo_,no,Spanish
maryamechh,https://www.twitch.tv/maryamechh,no,French
actabunnifoofoo,https://www.twitch.tv/actabunnifoofoo,no,English
maddecentlive,https://www.twitch.tv/maddecentlive,no,English
asia1942,https://www.twitch.tv/asia1942,no,English
nokapt,https://www.twitch.tv/nokapt,yes,French
harnaisxsumire666,https://www.twitch.tv/harnaisxsumire666,yes,Chinese
projectbombshell,https://www.twitch.tv/projectbombshell,no,English
glorious_e,https://www.twitch.tv/glorious_e,yes,English
mb_official,https://www.twitch.tv/mb_official,no,English
crypto_summit7098,https://www.twitch.tv/crypto_summit7098,no,English
leonbratt,https://www.twitch.tv/leonbratt,yes,English
djyasmina,https://www.twitch.tv/djyasmina,yes,English
t1ptap_tv,https://www.twitch.tv/t1ptap_tv,no,Spanish
fran_plays,https://www.twitch.tv/fran_plays,no,English
evenstar,https://www.twitch.tv/evenstar,yes,Turkish
kwingnotkring,https://www.twitch.tv/kwingnotkring,no,English
zeriial,https://www.twitch.tv/zeriial,no,English
delby,https://www.twitch.tv/delby,no,Portuguese
vbenzeri,https://www.twitch.tv/vbenzeri,yes,Turkish
partidosligaarg,https://www.twitch.tv/partidosligaarg,no,Spanish
rtparena,https://www.twitch.tv/rtparena,yes,Portuguese
lautrecsama,https://www.twitch.tv/lautrecsama,no,Turkish
