streamer,twitch_profile,partner,language
alphacowboy,https://www.twitch.tv/alphacowboy,no,Turkish
actor_sw,https://www.twitch.tv/actor_sw,no,Korean
nirakus1,https://www.twitch.tv/nirakus1,no,Turkish
stanos_fc,https://www.twitch.tv/stanos_fc,yes,Russian
soeverdream,https://www.twitch.tv/soeverdream,no,English
rickachu,https://www.twitch.tv/rickachu,yes,Dutch
xodecowuh,https://www.twitch.tv/xodecowuh,no,English
kcenvivo,https://www.twitch.tv/kcenvivo,yes,Spanish
pingendli,https://www.twitch.tv/pingendli,yes,Hungarian
lilcapped,https://www.twitch.tv/lilcapped,yes,English
darkfeudala_,https://www.twitch.tv/darkfeudala_,yes,French
drwitnesser,https://www.twitch.tv/drwitnesser,no,English
chrisslybaer,https://www.twitch.tv/chrisslybaer,yes,German
theway_tv,https://www.twitch.tv/theway_tv,no,English
hasib_7,https://www.twitch.tv/hasib_7,yes,English
qkfhzhal,https://www.twitch.tv/qkfhzhal,yes,Korean
clovaobengala,https://www.twitch.tv/clovaobengala,yes,Portuguese
andreuka,https://www.twitch.tv/andreuka,no,Spanish
blwriter,https://www.twitch.tv/blwriter,no,Korean
wooliegaming,https://www.twitch.tv/wooliegaming,yes,English
votejoe,https://www.twitch.tv/votejoe,yes,English
bang2,https://www.twitch.tv/bang2,yes,Greek
gamepoint1,https://www.twitch.tv/gamepoint1,no,English
roki_715,https://www.twitch.tv/roki_715,yes,Japanese
ezioo_show,https://www.twitch.tv/ezioo_show,no,Russian
yunr57777,https://www.twitch.tv/yunr57777,no,English
rozeispoison,https://www.twitch.tv/rozeispoison,no,English
fawzz_tv,https://www.twitch.tv/fawzz_tv,yes,French
arsengirlgaming,https://www.twitch.tv/arsengirlgaming,no,English
saudigamer,https://www.twitch.tv/saudigamer,yes,Arabic
derisboshporusl,https://www.twitch.tv/derisboshporusl,no,English
take,https://www.twitch.tv/take,yes,German
felicity,https://www.twitch.tv/felicity,yes,English
tyrisftw,https://www.twitch.tv/tyrisftw,yes,Polish
damicoss,https://www.twitch.tv/damicoss,yes,Korean
plaito,https://www.twitch.tv/plaito,no,English
team_ceejay,https://www.twitch.tv/team_ceejay,no,German
megga,https://www.twitch.tv/megga,yes,English
angelkacs,https://www.twitch.tv/angelkacs,yes,Polish
ale_apoka,https://www.twitch.tv/ale_apoka,yes,Portuguese
fremily,https://www.twitch.tv/fremily,yes,English
miss_joules,https://www.twitch.tv/miss_joules,no,English
8musicirl,https://www.twitch.tv/8musicirl,yes,English
finniya,https://www.twitch.tv/finniya,no,English
mboze,https://www.twitch.tv/mboze,yes,English
balticmasters,https://www.twitch.tv/balticmasters,yes,English
jkl78hj5,https://www.twitch.tv/jkl78hj5,no,English
atakangulsen,https://www.twitch.tv/atakangulsen,no,Turkish
kolarek_dk,https://www.twitch.tv/kolarek_dk,no,Czech
sondsol,https://www.twitch.tv/sondsol,no,English
buozzi,https://www.twitch.tv/buozzi,yes,Portuguese
deadflip,https://www.twitch.tv/deadflip,yes,English
warangelus,https://www.twitch.tv/warangelus,yes,Spanish
sebasmenso,https://www.twitch.tv/sebasmenso,no,Spanish
vivikhofolo,https://www.twitch.tv/vivikhofolo,no,Spanish
ozairx,https://www.twitch.tv/ozairx,no,English
n5uc53,https://www.twitch.tv/n5uc53,no,English
gentrifyinq,https://www.twitch.tv/gentrifyinq,no,English
imskelyy2,https://www.twitch.tv/imskelyy2,yes,Arabic
bbaktube,https://www.twitch.tv/bbaktube,yes,Korean
eclipsae,https://www.twitch.tv/eclipsae,yes,English
astelic,https://www.twitch.tv/astelic,yes,English
melijeh,https://www.twitch.tv/melijeh,no,Turkish
austrianshope,https://www.twitch.tv/austrianshope,yes,German
timeofleave,https://www.twitch.tv/timeofleave,yes,Chinese
sdevge45,https://www.twitch.tv/sdevge45,no,English
kiaratuliano,https://www.twitch.tv/kiaratuliano,yes,Spanish
luisaoki,https://www.twitch.tv/luisaoki,no,Portuguese
taaisback,https://www.twitch.tv/taaisback,yes,Turkish
jordy,https://www.twitch.tv/jordy,yes,English
sharkyaenne,https://www.twitch.tv/sharkyaenne,no,English
ghmj77,https://www.twitch.tv/ghmj77,no,English
rms3tjd2,https://www.twitch.tv/rms3tjd2,no,Korean
igmgatakamsky,https://www.twitch.tv/igmgatakamsky,yes,English
epiphany77,https://www.twitch.tv/epiphany77,yes,English
moraishd,https://www.twitch.tv/moraishd,yes,Portuguese
syctis,https://www.twitch.tv/syctis,no,English
klenoff,https://www.twitch.tv/klenoff,yes,Russian
sondorh,https://www.twitch.tv/sondorh,no,English
jhusoares,https://www.twitch.tv/jhusoares,no,Portuguese
sreybu66,https://www.twitch.tv/sreybu66,no,English
jumayumin,https://www.twitch.tv/jumayumin,yes,Portuguese
gkstja2,https://www.twitch.tv/gkstja2,yes,Korean
4kiraxd,https://www.twitch.tv/4kiraxd,no,English
sp4wn,https://www.twitch.tv/sp4wn,yes,Portuguese
kingalphatv,https://www.twitch.tv/kingalphatv,no,English
danix_r,https://www.twitch.tv/danix_r,no,Russian
mrdaburud,https://www.twitch.tv/mrdaburud,yes,Russian
w3lth,https://www.twitch.tv/w3lth,yes,Portuguese
crafterlynx,https://www.twitch.tv/crafterlynx,yes,Spanish
1slipbyfiip,https://www.twitch.tv/1slipbyfiip,no,French
samurai_attacks,https://www.twitch.tv/samurai_attacks,no,Russian
mickeecruz,https://www.twitch.tv/mickeecruz,no,Spanish
sailorm09,https://www.twitch.tv/sailorm09,no,Korean
eviltoaster,https://www.twitch.tv/eviltoaster,yes,English
smokeeuur,https://www.twitch.tv/smokeeuur,no,Turkish
dineyrevenge,https://www.twitch.tv/dineyrevenge,no,Portuguese
rumadgames,https://www.twitch.tv/rumadgames,yes,Japanese
gaara,https://www.twitch.tv/gaara,yes,English
twitchde,https://www.twitch.tv/twitchde,yes,German
jeff,https://www.twitch.tv/jeff,yes,German
lordtoro,https://www.twitch.tv/lordtoro,yes,Turkish
marcuszeboulet,https://www.twitch.tv/marcuszeboulet,yes,French
marzstrange,https://www.twitch.tv/marzstrange,no,Spanish
ahqesportsclub,https://www.twitch.tv/ahqesportsclub,yes,Chinese
iamcrvor,https://www.twitch.tv/iamcrvor,yes,French
hjune,https://www.twitch.tv/hjune,yes,English
imjaydonzz,https://www.twitch.tv/imjaydonzz,no,English
dkuteevee,https://www.twitch.tv/dkuteevee,no,English
jannisz,https://www.twitch.tv/jannisz,yes,German
adyboo,https://www.twitch.tv/adyboo,yes,French
jessesmfi,https://www.twitch.tv/jessesmfi,no,English
evraee,https://www.twitch.tv/evraee,yes,English
clutchmeister,https://www.twitch.tv/clutchmeister,yes,English
hibako,https://www.twitch.tv/hibako,yes,Russian
expel,https://www.twitch.tv/expel,yes,English
takeshi,https://www.twitch.tv/takeshi,yes,Portuguese
snowbikemike,https://www.twitch.tv/snowbikemike,yes,English
venuskaelin,https://www.twitch.tv/venuskaelin,no,English
xpopularstranger,https://www.twitch.tv/xpopularstranger,yes,English
yurik1ng,https://www.twitch.tv/yurik1ng,yes,Portuguese
themainmanswe,https://www.twitch.tv/themainmanswe,yes,English
beto_sama,https://www.twitch.tv/beto_sama,no,Spanish
nomy,https://www.twitch.tv/nomy,yes,English
murilo_rt,https://www.twitch.tv/murilo_rt,yes,Portuguese
kayyslayys,https://www.twitch.tv/kayyslayys,no,English
stermiix,https://www.twitch.tv/stermiix,no,Portuguese
onetwo_rus,https://www.twitch.tv/onetwo_rus,yes,English
pidrosax,https://www.twitch.tv/pidrosax,no,Spanish
asia1964,https://www.twitch.tv/asia1964,no,English
clique_tv_stream,https://www.twitch.tv/clique_tv_stream,no,French
jabroni_mike,https://www.twitch.tv/jabroni_mike,yes,English
whitewing_001,https://www.twitch.tv/whitewing_001,no,English
tolarwa,https://www.twitch.tv/tolarwa,no,Polish
shadyl0l,https://www.twitch.tv/shadyl0l,yes,English
chun,https://www.twitch.tv/chun,yes,English
chang8763,https://www.twitch.tv/chang8763,yes,Chinese
meloniemac,https://www.twitch.tv/meloniemac,yes,English
xjde454,https://www.twitch.tv/xjde454,no,English
yunlovejoy,https://www.twitch.tv/yunlovejoy,yes,English
twd98,https://www.twitch.tv/twd98,yes,English
dream1125s,https://www.twitch.tv/dream1125s,no,Korean
mauserrano20,https://www.twitch.tv/mauserrano20,no,Spanish
ak09,https://www.twitch.tv/ak09,no,Korean
looonimusic,https://www.twitch.tv/looonimusic,no,German
exijuega,https://www.twitch.tv/exijuega,yes,Spanish
darthbobo77,https://www.twitch.tv/darthbobo77,yes,English
jukes,https://www.twitch.tv/jukes,yes,Portuguese
neyazxc,https://www.twitch.tv/neyazxc,no,Russian
themisscupid,https://www.twitch.tv/themisscupid,no,English
spinecard,https://www.twitch.tv/spinecard,yes,Spanish
easywithaces,https://www.twitch.tv/easywithaces,yes,English
dilertv,https://www.twitch.tv/dilertv,no,Russian
pp00way66,https://www.twitch.tv/pp00way66,no,English
taketimegames,https://www.twitch.tv/taketimegames,yes,Arabic
esl_23creativevn,https://www.twitch.tv/esl_23creativevn,yes,English
blamethecontroller,https://www.twitch.tv/blamethecontroller,yes,English
og_koop,https://www.twitch.tv/og_koop,no,English
jareddines,https://www.twitch.tv/jareddines,yes,English
69boomer420420,https://www.twitch.tv/69boomer420420,no,English
ilvostrocarodexter,https://www.twitch.tv/ilvostrocarodexter,yes,Italian
edinz_,https://www.twitch.tv/edinz_,no,Spanish
j4fg24,https://www.twitch.tv/j4fg24,no,German
monin29,https://www.twitch.tv/monin29,no,Portuguese
will_shand,https://www.twitch.tv/will_shand,yes,English
duuufn,https://www.twitch.tv/duuufn,no,Portuguese
rafaboyka,https://www.twitch.tv/rafaboyka,no,Portuguese
boss_cr,https://www.twitch.tv/boss_cr,yes,English
aotf,https://www.twitch.tv/aotf,no,English
yoshi,https://www.twitch.tv/yoshi,yes,Polish
eneszet,https://www.twitch.tv/eneszet,yes,Turkish
majkibets,https://www.twitch.tv/majkibets,yes,Polish
lazyr1co,https://www.twitch.tv/lazyr1co,yes,English
flashynthen1ght,https://www.twitch.tv/flashynthen1ght,yes,Russian
roostertv,https://www.twitch.tv/roostertv,no,English
psychotic_wolf,https://www.twitch.tv/psychotic_wolf,no,English
mayberuu,https://www.twitch.tv/mayberuu,yes,Chinese
nandalaila,https://www.twitch.tv/nandalaila,yes,Portuguese
1tsz1rk,https://www.twitch.tv/1tsz1rk,yes,Czech
cobx617,https://www.twitch.tv/cobx617,no,English
patriotnews,https://www.twitch.tv/patriotnews,no,English
yeha23,https://www.twitch.tv/yeha23,yes,Korean
drdooza,https://www.twitch.tv/drdooza,no,Russian
safiron1234,https://www.twitch.tv/safiron1234,no,Russian
0ficialpi,https://www.twitch.tv/0ficialpi,no,Portuguese
atalantaesports,https://www.twitch.tv/atalantaesports,no,Italian
yawgmoth87,https://www.twitch.tv/yawgmoth87,yes,Italian
sw00pi,https://www.twitch.tv/sw00pi,no,German
nemesis_tv,https://www.twitch.tv/nemesis_tv,yes,Russian
biadixon,https://www.twitch.tv/biadixon,no,Portuguese
haocoa,https://www.twitch.tv/haocoa,yes,Chinese
abelinasabrina,https://www.twitch.tv/abelinasabrina,yes,English
voicetv,https://www.twitch.tv/voicetv,yes,Thai
honcast,https://www.twitch.tv/honcast,yes,English
lazbeyefendisitv,https://www.twitch.tv/lazbeyefendisitv,no,Turkish
razzzero0o,https://www.twitch.tv/razzzero0o,yes,German
sophiesensei,https://www.twitch.tv/sophiesensei,yes,Greek
mjbrezzy52,https://www.twitch.tv/mjbrezzy52,no,English
faisall,https://www.twitch.tv/faisall,yes,Arabic
smash690,https://www.twitch.tv/smash690,no,English
lissipai,https://www.twitch.tv/lissipai,yes,Spanish
tonolaoveja,https://www.twitch.tv/tonolaoveja,no,Spanish
muqzie,https://www.twitch.tv/muqzie,yes,Spanish
mrkillerjoy69,https://www.twitch.tv/mrkillerjoy69,no,English
por_ruif10,https://www.twitch.tv/por_ruif10,no,Portuguese
mujianqi,https://www.twitch.tv/mujianqi,no,Chinese
slaya,https://www.twitch.tv/slaya,yes,English
esl,https://www.twitch.tv/esl,yes,English
engeliheart,https://www.twitch.tv/engeliheart,no,English
margauxbrooke,https://www.twitch.tv/margauxbrooke,yes,English
ohagideath,https://www.twitch.tv/ohagideath,yes,Japanese
duckkilolo,https://www.twitch.tv/duckkilolo,no,Finnish
virginspy,https://www.twitch.tv/virginspy,no,English
sergeyager,https://www.twitch.tv/sergeyager,yes,English
juliegolive,https://www.twitch.tv/juliegolive,no,English
kyriatv,https://www.twitch.tv/kyriatv,yes,French
vityss__brptva,https://www.twitch.tv/vityss__brptva,no,Russian
mrrabbitgb,https://www.twitch.tv/mrrabbitgb,no,English
dinglederper,https://www.twitch.tv/dinglederper,yes,English
erinsteeby,https://www.twitch.tv/erinsteeby,yes,English
og_tkl,https://www.twitch.tv/og_tkl,yes,French
xandlys,https://www.twitch.tv/xandlys,no,Russian
therealmgg,https://www.twitch.tv/therealmgg,no,English
simmykenz,https://www.twitch.tv/simmykenz,yes,English
krhyunter,https://www.twitch.tv/krhyunter,no,Korean
angels_piano,https://www.twitch.tv/angels_piano,yes,English
nadia_sister,https://www.twitch.tv/nadia_sister,no,Japanese
rpl96,https://www.twitch.tv/rpl96,no,English
keeyuh,https://www.twitch.tv/keeyuh,yes,English
gamestopit,https://www.twitch.tv/gamestopit,no,Italian
zyzzzyva,https://www.twitch.tv/zyzzzyva,no,Chinese
chiefen,https://www.twitch.tv/chiefen,no,Swedish
totalfreak,https://www.twitch.tv/totalfreak,no,English
benbest_ow,https://www.twitch.tv/benbest_ow,yes,French
outerff,https://www.twitch.tv/outerff,yes,Arabic
luginbr,https://www.twitch.tv/luginbr,yes,Portuguese
uzuhama,https://www.twitch.tv/uzuhama,no,Korean
tfmjonny,https://www.twitch.tv/tfmjonny,yes,English
playcevo,https://www.twitch.tv/playcevo,no,English
milanify,https://www.twitch.tv/milanify,no,English
luxxbunny,https://www.twitch.tv/luxxbunny,yes,English
jeromeismaae,https://www.twitch.tv/jeromeismaae,yes,English
ridomeyer,https://www.twitch.tv/ridomeyer,yes,Spanish
biceptimusprime,https://www.twitch.tv/biceptimusprime,yes,English
creakz,https://www.twitch.tv/creakz,yes,English
eldelabarrapan,https://www.twitch.tv/eldelabarrapan,yes,Spanish
agusvillar,https://www.twitch.tv/agusvillar,no,Spanish
likeender,https://www.twitch.tv/likeender,no,Arabic
cupahnoodle,https://www.twitch.tv/cupahnoodle,yes,English
star_a23,https://www.twitch.tv/star_a23,no,Korean
autodestruction,https://www.twitch.tv/autodestruction,yes,English
kinghozi,https://www.twitch.tv/kinghozi,no,Norwegian
chigua,https://www.twitch.tv/chigua,yes,Spanish
magicshibby,https://www.twitch.tv/magicshibby,yes,German
unrealengine,https://www.twitch.tv/unrealengine,yes,English
s4gam3r,https://www.twitch.tv/s4gam3r,yes,Arabic
pgl_dota2en1,https://www.twitch.tv/pgl_dota2en1,yes,English
mhj1682,https://www.twitch.tv/mhj1682,no,Korean
mannercookie,https://www.twitch.tv/mannercookie,yes,English
gossippgirllyt,https://www.twitch.tv/gossippgirllyt,no,Spanish
zonedgg,https://www.twitch.tv/zonedgg,yes,English
sunnybee17,https://www.twitch.tv/sunnybee17,no,Korean
hazthagreat,https://www.twitch.tv/hazthagreat,no,English
bololesbolo,https://www.twitch.tv/bololesbolo,no,Spanish
fbranchini,https://www.twitch.tv/fbranchini,no,Portuguese
ashhbearr,https://www.twitch.tv/ashhbearr,yes,English
bonnysurang,https://www.twitch.tv/bonnysurang,yes,Korean
strafesh0t,https://www.twitch.tv/strafesh0t,yes,English
senpai_frozen,https://www.twitch.tv/senpai_frozen,yes,Slovak
oficial_fever,https://www.twitch.tv/oficial_fever,yes,Portuguese
cranoeuf,https://www.twitch.tv/cranoeuf,no,French
nymdlol,https://www.twitch.tv/nymdlol,no,English
chogasutako,https://www.twitch.tv/chogasutako,yes,Japanese
notkopo,https://www.twitch.tv/notkopo,no,English
pgl_dota2ru,https://www.twitch.tv/pgl_dota2ru,yes,Russian
lineage2naveia,https://www.twitch.tv/lineage2naveia,no,Portuguese
thefifafinisher,https://www.twitch.tv/thefifafinisher,no,English
dropoutlive,https://www.twitch.tv/dropoutlive,yes,English
monstcr,https://www.twitch.tv/monstcr,yes,English
dutchdeveloper,https://www.twitch.tv/dutchdeveloper,no,English
soembie,https://www.twitch.tv/soembie,yes,English
muffnbuttn,https://www.twitch.tv/muffnbuttn,no,English
jonny,https://www.twitch.tv/jonny,yes,English
manuellombardero,https://www.twitch.tv/manuellombardero,no,Spanish
mestrepedrok,https://www.twitch.tv/mestrepedrok,yes,Portuguese
asd22733217,https://www.twitch.tv/asd22733217,yes,Chinese
torettomaster_,https://www.twitch.tv/torettomaster_,no,Spanish
momaxvii,https://www.twitch.tv/momaxvii,no,Arabic
chekoteh,https://www.twitch.tv/chekoteh,no,German
cengobengo,https://www.twitch.tv/cengobengo,yes,German
sr_kaif,https://www.twitch.tv/sr_kaif,yes,English
matraws,https://www.twitch.tv/matraws,yes,Danish
gatoronronyt,https://www.twitch.tv/gatoronronyt,yes,Spanish
jra10_,https://www.twitch.tv/jra10_,yes,Spanish
nzsas,https://www.twitch.tv/nzsas,no,English
burockobumaa,https://www.twitch.tv/burockobumaa,no,Turkish
bonniedoll,https://www.twitch.tv/bonniedoll,yes,English
gagatun,https://www.twitch.tv/gagatun,yes,Russian
superiorboss_,https://www.twitch.tv/superiorboss_,no,English
naniito,https://www.twitch.tv/naniito,yes,Spanish
06wallst,https://www.twitch.tv/06wallst,yes,English
ggseppuku,https://www.twitch.tv/ggseppuku,yes,English
mls,https://www.twitch.tv/mls,yes,English
polarislys,https://www.twitch.tv/polarislys,yes,Korean
hanako_nako46,https://www.twitch.tv/hanako_nako46,no,Chinese
bananaman,https://www.twitch.tv/bananaman,yes,English
intotheam,https://www.twitch.tv/intotheam,yes,English
wolfling366,https://www.twitch.tv/wolfling366,no,English
nooblet,https://www.twitch.tv/nooblet,yes,English
jjorongho,https://www.twitch.tv/jjorongho,yes,Korean
rrrrat,https://www.twitch.tv/rrrrat,yes,Russian
clashroyale,https://www.twitch.tv/clashroyale,yes,English
di3sel,https://www.twitch.tv/di3sel,yes,English
klauslol1,https://www.twitch.tv/klauslol1,yes,Portuguese
tylerlevsmusic,https://www.twitch.tv/tylerlevsmusic,yes,English
8cho,https://www.twitch.tv/8cho,yes,Spanish
kalashnikovmediatv_2,https://www.twitch.tv/kalashnikovmediatv_2,yes,Russian
ryzeninja24,https://www.twitch.tv/ryzeninja24,no,English
pedroloos,https://www.twitch.tv/pedroloos,yes,Portuguese
slamjam_,https://www.twitch.tv/slamjam_,yes,English
moonmermaid,https://www.twitch.tv/moonmermaid,yes,German
pattiiiiiiii,https://www.twitch.tv/pattiiiiiiii,yes,English
midnababy,https://www.twitch.tv/midnababy,yes,English
syntacyt,https://www.twitch.tv/syntacyt,yes,English
jmwfps,https://www.twitch.tv/jmwfps,no,English
czech_meowt,https://www.twitch.tv/czech_meowt,yes,English
doomxx,https://www.twitch.tv/doomxx,no,Russian
maanuhd,https://www.twitch.tv/maanuhd,yes,Spanish
tailessdread,https://www.twitch.tv/tailessdread,no,English
deadlyl0l,https://www.twitch.tv/deadlyl0l,yes,English
cincinbear,https://www.twitch.tv/cincinbear,yes,English
hazielnlaw,https://www.twitch.tv/hazielnlaw,yes,French
amellyus,https://www.twitch.tv/amellyus,no,Turkish
polkjhbv,https://www.twitch.tv/polkjhbv,yes,Chinese
puzzogaming,https://www.twitch.tv/puzzogaming,yes,Russian
giankoextreme,https://www.twitch.tv/giankoextreme,no,Italian
noelledosanjos,https://www.twitch.tv/noelledosanjos,yes,English
verydave,https://www.twitch.tv/verydave,yes,English
cotedont,https://www.twitch.tv/cotedont,no,Spanish
